revision	construction	world_knowledge_filter	accuracy	delta_accuracy	delta_accuracy_zscale
step1	muchless	verb_sing_aligned	0.4646464646464646	0.0	0.0
step1	muchless	verb_sing_misaligned	0.5328282828282829	0.0	0.0
step1	muchless	verb_write_all	0.4895833333333333	0.0	0.0
step1	muchless	verb_write_aligned	0.4618055555555556	0.0	0.0
step1	muchless	verb_write_misaligned	0.5173611111111112	0.0	0.0
step1	muchless	verb_make_all	0.4861111111111111	0.0	0.0
step1	muchless	verb_make_aligned	0.5638888888888889	0.0	0.0
step1	muchless	verb_make_misaligned	0.4083333333333333	0.0	0.0
step1	muchless	verb_pick up_all	0.5027777777777778	0.0	0.0
step1	muchless	verb_pick up_aligned	0.5333333333333333	0.0	0.0
step1	muchless	verb_pick up_misaligned	0.4722222222222222	0.0	0.0
step1	muchless	verb_lift_all	0.5055555555555555	0.0	0.0
step1	muchless	verb_lift_aligned	0.5444444444444444	0.0	0.0
step1	muchless	verb_lift_misaligned	0.4666666666666667	0.0	0.0
step1	muchless	verb_see_all	0.5277777777777778	0.0	0.0
step1	muchless	verb_see_aligned	0.5555555555555556	0.0	0.0
step1	muchless	verb_see_misaligned	0.5	0.0	0.0
step1	muchless	verb_compose_all	0.5121527777777778	0.0	0.0
step1	muchless	verb_compose_aligned	0.4756944444444444	0.0	0.0
step1	muchless	verb_compose_misaligned	0.5486111111111112	0.0	0.0
step1	nottomention	all	0.5057811618725324	0.0	0.0
step1	nottomention	aligned	0.5250987027636774	0.0	0.0
step1	nottomention	misaligned	0.4864636209813874	0.0	0.0
step1	nottomention	aligned1	0.6491821771009588	0.0	0.0
step1	nottomention	misaligned1	0.3722504230118443	0.0	0.0
step1	nottomention	aligned2	0.4010152284263959	0.0	0.0
step1	nottomention	misaligned2	0.6006768189509306	0.0	0.0
step1	nottomention	verb_hold_all	0.4805555555555555	0.0	0.0
step1	nottomention	verb_hold_aligned	0.5777777777777777	0.0	0.0
step1	nottomention	verb_hold_misaligned	0.3833333333333333	0.0	0.0
step1	nottomention	verb_bake_all	0.55	0.0	0.0
step1	nottomention	verb_bake_aligned	0.6666666666666666	0.0	0.0
step1	nottomention	verb_bake_misaligned	0.4333333333333333	0.0	0.0
step1	nottomention	verb_cook_all	0.5173611111111112	0.0	0.0
step1	nottomention	verb_cook_aligned	0.5451388888888888	0.0	0.0
step1	nottomention	verb_cook_misaligned	0.4895833333333333	0.0	0.0
step1	nottomention	verb_paint_all	0.5119949494949495	0.0	0.0
step1	nottomention	verb_paint_aligned	0.5303030303030303	0.0	0.0
step1	nottomention	verb_paint_misaligned	0.4936868686868687	0.0	0.0
step1	nottomention	verb_draw_all	0.5063131313131313	0.0	0.0
step1	nottomention	verb_draw_aligned	0.5202020202020202	0.0	0.0
step1	nottomention	verb_draw_misaligned	0.4924242424242424	0.0	0.0
step1	nottomention	verb_sing_all	0.5	0.0	0.0
step1	nottomention	verb_sing_aligned	0.5227272727272727	0.0	0.0
step1	nottomention	verb_sing_misaligned	0.4772727272727273	0.0	0.0
step1	nottomention	verb_write_all	0.4947916666666667	0.0	0.0
step1	nottomention	verb_write_aligned	0.46875	0.0	0.0
step1	nottomention	verb_write_misaligned	0.5208333333333334	0.0	0.0
step1	nottomention	verb_make_all	0.4847222222222222	0.0	0.0
step1	nottomention	verb_make_aligned	0.4777777777777778	0.0	0.0
step1	nottomention	verb_make_misaligned	0.4916666666666666	0.0	0.0
step1	nottomention	verb_pick up_all	0.4916666666666666	0.0	0.0
step1	nottomention	verb_pick up_aligned	0.5555555555555556	0.0	0.0
step1	nottomention	verb_pick up_misaligned	0.4277777777777777	0.0	0.0
step1	nottomention	verb_lift_all	0.5222222222222223	0.0	0.0
step1	nottomention	verb_lift_aligned	0.5388888888888889	0.0	0.0
step1	nottomention	verb_lift_misaligned	0.5055555555555555	0.0	0.0
step1	nottomention	verb_see_all	0.4444444444444444	0.0	0.0
step1	nottomention	verb_see_aligned	0.3888888888888889	0.0	0.0
step1	nottomention	verb_see_misaligned	0.5	0.0	0.0
step1	nottomention	verb_compose_all	0.5121527777777778	0.0	0.0
step1	nottomention	verb_compose_aligned	0.4756944444444444	0.0	0.0
step1	nottomention	verb_compose_misaligned	0.5486111111111112	0.0	0.0
step1	nevermind	all	0.4987309644670051	0.0	0.0
step1	nevermind	aligned	0.5019740552735477	0.0	0.0
step1	nevermind	misaligned	0.4954878736604625	0.0	0.0
step1	nevermind	aligned1	0.3970671178793006	0.0	0.0
step1	nevermind	misaligned1	0.6254935138183869	0.0	0.0
step1	nevermind	aligned2	0.6068809926677947	0.0	0.0
step1	nevermind	misaligned2	0.365482233502538	0.0	0.0
step1	nevermind	verb_hold_all	0.4972222222222222	0.0	0.0
step1	nevermind	verb_hold_aligned	0.5333333333333333	0.0	0.0
step1	nevermind	verb_hold_misaligned	0.4611111111111111	0.0	0.0
step1	nevermind	verb_bake_all	0.4916666666666666	0.0	0.0
step1	nevermind	verb_bake_aligned	0.5333333333333333	0.0	0.0
step1	nevermind	verb_bake_misaligned	0.45	0.0	0.0
step1	nevermind	verb_cook_all	0.4982638888888889	0.0	0.0
step1	nevermind	verb_cook_aligned	0.5	0.0	0.0
step1	nevermind	verb_cook_misaligned	0.4965277777777778	0.0	0.0
step1	nevermind	verb_paint_all	0.5018939393939394	0.0	0.0
step1	nevermind	verb_paint_aligned	0.4848484848484848	0.0	0.0
step1	nevermind	verb_paint_misaligned	0.5189393939393939	0.0	0.0
step1	nevermind	verb_draw_all	0.4873737373737373	0.0	0.0
step1	nevermind	verb_draw_aligned	0.5303030303030303	0.0	0.0
step1	nevermind	verb_draw_misaligned	0.4444444444444444	0.0	0.0
step1	nevermind	verb_sing_all	0.5075757575757576	0.0	0.0
step1	nevermind	verb_sing_aligned	0.4696969696969697	0.0	0.0
step1	nevermind	verb_sing_misaligned	0.5454545454545454	0.0	0.0
step1	nevermind	verb_write_all	0.5034722222222222	0.0	0.0
step1	nevermind	verb_write_aligned	0.4548611111111111	0.0	0.0
step1	nevermind	verb_write_misaligned	0.5520833333333334	0.0	0.0
step1	nevermind	verb_make_all	0.4944444444444444	0.0	0.0
step1	nevermind	verb_make_aligned	0.5277777777777778	0.0	0.0
step1	nevermind	verb_make_misaligned	0.4611111111111111	0.0	0.0
step1	nevermind	verb_pick up_all	0.5333333333333333	0.0	0.0
step1	nevermind	verb_pick up_aligned	0.5555555555555556	0.0	0.0
step1	nevermind	verb_pick up_misaligned	0.5111111111111111	0.0	0.0
step1	nevermind	verb_lift_all	0.475	0.0	0.0
step1	nevermind	verb_lift_aligned	0.5277777777777778	0.0	0.0
step1	nevermind	verb_lift_misaligned	0.4222222222222222	0.0	0.0
step1	nevermind	verb_see_all	0.4722222222222222	0.0	0.0
step1	nevermind	verb_see_aligned	0.4444444444444444	0.0	0.0
step1	nevermind	verb_see_misaligned	0.5	0.0	0.0
step1	nevermind	verb_compose_all	0.4947916666666667	0.0	0.0
step1	nevermind	verb_compose_aligned	0.4861111111111111	0.0	0.0
step1	nevermind	verb_compose_misaligned	0.5034722222222222	0.0	0.0
step1	blimp	all	0.5507611940298508	0.0	0.0
step1	comps	all	0.5018038102959059	0.0	0.0
step1	ewok	all	0.1220850480109739	0.0	0.0
step1	ewok	domain_social-relations	0.0980891719745223	0.0	0.0
step1	ewok	domain_agent-properties	0.1142857142857142	0.0	0.0
step1	ewok	domain_material-properties	0.0725806451612903	0.0	0.0
step1	ewok	domain_spatial-relations	0.1061224489795918	0.0	0.0
step1	ewok	domain_material-dynamics	0.1525641025641025	0.0	0.0
step1	ewok	domain_quantitative-properties	0.1052631578947368	0.0	0.0
step1	ewok	domain_social-interactions	0.1657142857142857	0.0	0.0
step1	ewok	domain_physical-interactions	0.15	0.0	0.0
step1	ewok	domain_physical-dynamics	0.08	0.0	0.0
step1	ewok	domain_physical-relations	0.1253012048192771	0.0	0.0
step1	ewok	domain_social-properties	0.1405405405405405	0.0	0.0
step2	letalone	all	0.4942188381274676	0.0007050197405527592	-0.1714941385504912
step2	letalone	aligned	0.4957698815566836	0.0005640157924421962	-0.1727077007835561
step2	letalone	misaligned	0.4926677946982515	0.0008460236886632111	-0.17028057631742727
step2	letalone	aligned1	0.7163000564015792	-0.0011280315848843925	-0.18727044758033343
step2	letalone	misaligned1	0.2915961646926114	0.002256063169768785	-0.15814495398677875
step2	letalone	aligned2	0.2752397067117879	0.002256063169768785	-0.15814495398677875
step2	letalone	misaligned2	0.6937394247038917	-0.0005640157924421407	-0.18241619864807385
step2	letalone	verb_hold_all	0.4527777777777778	0.002777777777777768	-0.1536547737244395
step2	letalone	verb_hold_aligned	0.4777777777777778	0.005555555555555591	-0.1297475977330633
step2	letalone	verb_hold_misaligned	0.4277777777777777	0.0	-0.1775619497158152
step2	letalone	verb_bake_all	0.525	0.008333333333333304	-0.10584042174168805
step2	letalone	verb_bake_aligned	0.6111111111111112	0.01666666666666672	-0.034118893767559944
step2	letalone	verb_bake_misaligned	0.4388888888888889	0.0	-0.1775619497158152
step2	letalone	verb_cook_all	0.4965277777777778	0.0	-0.1775619497158152
step2	letalone	verb_cook_aligned	0.5069444444444444	0.0	-0.1775619497158152
step2	letalone	verb_cook_misaligned	0.4861111111111111	0.0	-0.1775619497158152
step2	letalone	verb_paint_all	0.4930555555555556	0.0	-0.1775619497158152
step2	letalone	verb_paint_aligned	0.5025252525252525	-0.002525252525252597	-0.19929574607161202
step2	letalone	verb_paint_misaligned	0.4835858585858585	0.0025252525252524305	-0.15582815336001984
step2	letalone	verb_draw_all	0.4861111111111111	0.0	-0.1775619497158152
step2	letalone	verb_draw_aligned	0.4898989898989899	0.0	-0.1775619497158152
step2	letalone	verb_draw_misaligned	0.4823232323232323	0.0	-0.1775619497158152
step2	letalone	verb_sing_all	0.5037878787878788	0.0	-0.1775619497158152
step2	letalone	verb_sing_aligned	0.452020202020202	0.0	-0.1775619497158152
step2	letalone	verb_sing_misaligned	0.5555555555555556	0.0	-0.1775619497158152
step2	letalone	verb_write_all	0.4947916666666667	0.0	-0.1775619497158152
step2	letalone	verb_write_aligned	0.4409722222222222	0.0	-0.1775619497158152
step2	letalone	verb_write_misaligned	0.5486111111111112	0.0	-0.1775619497158152
step2	letalone	verb_make_all	0.4777777777777778	0.001388888888888995	-0.16560836172012638
step2	letalone	verb_make_aligned	0.4916666666666666	0.0	-0.1775619497158152
step2	letalone	verb_make_misaligned	0.4638888888888889	0.0027777777777778234	-0.153654773724439
step2	letalone	verb_pick up_all	0.5416666666666666	0.0	-0.1775619497158152
step2	letalone	verb_pick up_aligned	0.5611111111111111	0.0	-0.1775619497158152
step2	letalone	verb_pick up_misaligned	0.5222222222222223	0.0	-0.1775619497158152
step2	letalone	verb_lift_all	0.4888888888888889	0.0	-0.1775619497158152
step2	letalone	verb_lift_aligned	0.5111111111111111	0.0	-0.1775619497158152
step2	letalone	verb_lift_misaligned	0.4666666666666667	0.0	-0.1775619497158152
step2	letalone	verb_see_all	0.5833333333333334	0.0	-0.1775619497158152
step2	letalone	verb_see_aligned	0.6111111111111112	0.0	-0.1775619497158152
step2	letalone	verb_see_misaligned	0.5555555555555556	0.0	-0.1775619497158152
step2	letalone	verb_compose_all	0.4878472222222222	0.0	-0.1775619497158152
step2	letalone	verb_compose_aligned	0.4756944444444444	0.0	-0.1775619497158152
step2	letalone	verb_compose_misaligned	0.5	0.0	-0.1775619497158152
step2	muchless	all	0.4966159052453469	-0.0004230118443316333	-0.18120263641500942
step2	muchless	aligned	0.503102086858432	0.0002820078962211259	-0.1751348252496854
step2	muchless	misaligned	0.4901297236322617	-0.0011280315848843925	-0.18727044758033343
step2	muchless	aligned1	0.2712915961646926	0.0	-0.1775619497158152
step2	muchless	misaligned1	0.7693175408911449	-0.0011280315848843925	-0.18727044758033343
step2	muchless	aligned2	0.7349125775521714	0.0005640157924421407	-0.17270770078355657
step2	muchless	misaligned2	0.2109419063733784	-0.0011280315848843925	-0.18727044758033343
step2	muchless	verb_hold_all	0.4888888888888889	0.002777777777777768	-0.1536547737244395
step2	muchless	verb_hold_aligned	0.5777777777777777	0.005555555555555536	-0.12974759773306377
step2	muchless	verb_hold_misaligned	0.4	0.0	-0.1775619497158152
step2	muchless	verb_bake_all	0.4777777777777778	0.0	-0.1775619497158152
step2	muchless	verb_bake_aligned	0.4722222222222222	0.0	-0.1775619497158152
step2	muchless	verb_bake_misaligned	0.4833333333333333	0.0	-0.1775619497158152
step2	muchless	verb_cook_all	0.515625	-0.0017361111111111605	-0.1925039347104255
step2	muchless	verb_cook_aligned	0.5208333333333334	0.0	-0.1775619497158152
step2	muchless	verb_cook_misaligned	0.5104166666666666	-0.00347222222222221	-0.20744591970503487
step2	muchless	verb_paint_all	0.494949494949495	0.0006313131313131493	-0.17212850062686602
step2	muchless	verb_paint_aligned	0.4898989898989899	0.0012626262626262985	-0.1666950515379168
step2	muchless	verb_paint_misaligned	0.5	0.0	-0.1775619497158152
step2	muchless	verb_draw_all	0.4962121212121212	0.0	-0.1775619497158152
step2	muchless	verb_draw_aligned	0.4974747474747474	0.0	-0.1775619497158152
step2	muchless	verb_draw_misaligned	0.494949494949495	0.0	-0.1775619497158152
step2	muchless	verb_sing_all	0.4987373737373737	0.0	-0.1775619497158152
step2	muchless	verb_sing_aligned	0.4646464646464646	0.0	-0.1775619497158152
step2	muchless	verb_sing_misaligned	0.5328282828282829	0.0	-0.1775619497158152
step2	muchless	verb_write_all	0.4861111111111111	-0.00347222222222221	-0.20744591970503487
step2	muchless	verb_write_aligned	0.4583333333333333	-0.0034722222222222654	-0.20744591970503534
step2	muchless	verb_write_misaligned	0.5138888888888888	-0.003472222222222321	-0.20744591970503581
step2	muchless	verb_make_all	0.4847222222222222	-0.001388888888888884	-0.18951553771150306
step2	muchless	verb_make_aligned	0.5638888888888889	0.0	-0.1775619497158152
step2	muchless	verb_make_misaligned	0.4055555555555555	-0.0027777777777778234	-0.20146912570719142
step2	muchless	verb_pick up_all	0.5027777777777778	0.0	-0.1775619497158152
step2	muchless	verb_pick up_aligned	0.5333333333333333	0.0	-0.1775619497158152
step2	muchless	verb_pick up_misaligned	0.4722222222222222	0.0	-0.1775619497158152
step2	muchless	verb_lift_all	0.5055555555555555	0.0	-0.1775619497158152
step2	muchless	verb_lift_aligned	0.5444444444444444	0.0	-0.1775619497158152
step2	muchless	verb_lift_misaligned	0.4666666666666667	0.0	-0.1775619497158152
step2	muchless	verb_see_all	0.5277777777777778	0.0	-0.1775619497158152
step2	muchless	verb_see_aligned	0.5555555555555556	0.0	-0.1775619497158152
step2	muchless	verb_see_misaligned	0.5	0.0	-0.1775619497158152
step2	muchless	verb_compose_all	0.5104166666666666	-0.0017361111111111605	-0.1925039347104255
step2	muchless	verb_compose_aligned	0.4756944444444444	0.0	-0.1775619497158152
step2	muchless	verb_compose_misaligned	0.5451388888888888	-0.003472222222222321	-0.20744591970503581
step2	nottomention	all	0.5057811618725324	0.0	-0.1775619497158152
step2	nottomention	aligned	0.5248166948674563	-0.0002820078962211259	-0.179989074181945
step2	nottomention	misaligned	0.4867456288776086	0.0002820078962211814	-0.17513482524968493
step2	nottomention	aligned1	0.6486181613085167	-0.0005640157924421407	-0.18241619864807385
step2	nottomention	misaligned1	0.3722504230118443	0.0	-0.1775619497158152
step2	nottomention	aligned2	0.4010152284263959	0.0	-0.1775619497158152
step2	nottomention	misaligned2	0.6012408347433729	0.0005640157924422518	-0.17270770078355563
step2	nottomention	verb_hold_all	0.4805555555555555	0.0	-0.1775619497158152
step2	nottomention	verb_hold_aligned	0.5777777777777777	0.0	-0.1775619497158152
step2	nottomention	verb_hold_misaligned	0.3833333333333333	0.0	-0.1775619497158152
step2	nottomention	verb_bake_all	0.55	0.0	-0.1775619497158152
step2	nottomention	verb_bake_aligned	0.6666666666666666	0.0	-0.1775619497158152
step2	nottomention	verb_bake_misaligned	0.4333333333333333	0.0	-0.1775619497158152
step2	nottomention	verb_cook_all	0.5173611111111112	0.0	-0.1775619497158152
step2	nottomention	verb_cook_aligned	0.5451388888888888	0.0	-0.1775619497158152
step2	nottomention	verb_cook_misaligned	0.4895833333333333	0.0	-0.1775619497158152
step2	nottomention	verb_paint_all	0.5113636363636364	-0.0006313131313131493	-0.1829953988047644
step2	nottomention	verb_paint_aligned	0.5303030303030303	0.0	-0.1775619497158152
step2	nottomention	verb_paint_misaligned	0.4924242424242424	-0.0012626262626262985	-0.1884288478937136
step2	nottomention	verb_draw_all	0.5063131313131313	0.0	-0.1775619497158152
step2	nottomention	verb_draw_aligned	0.5202020202020202	0.0	-0.1775619497158152
step2	nottomention	verb_draw_misaligned	0.4924242424242424	0.0	-0.1775619497158152
step2	nottomention	verb_sing_all	0.5	0.0	-0.1775619497158152
step2	nottomention	verb_sing_aligned	0.5227272727272727	0.0	-0.1775619497158152
step2	nottomention	verb_sing_misaligned	0.4772727272727273	0.0	-0.1775619497158152
step2	nottomention	verb_write_all	0.4947916666666667	0.0	-0.1775619497158152
step2	nottomention	verb_write_aligned	0.46875	0.0	-0.1775619497158152
step2	nottomention	verb_write_misaligned	0.5208333333333334	0.0	-0.1775619497158152
step2	nottomention	verb_make_all	0.4861111111111111	0.001388888888888884	-0.16560836172012736
step2	nottomention	verb_make_aligned	0.475	-0.0027777777777778234	-0.20146912570719142
step2	nottomention	verb_make_misaligned	0.4972222222222222	0.005555555555555591	-0.1297475977330633
step2	nottomention	verb_pick up_all	0.4916666666666666	0.0	-0.1775619497158152
step2	nottomention	verb_pick up_aligned	0.5555555555555556	0.0	-0.1775619497158152
step2	nottomention	verb_pick up_misaligned	0.4277777777777777	0.0	-0.1775619497158152
step2	nottomention	verb_lift_all	0.5222222222222223	0.0	-0.1775619497158152
step2	nottomention	verb_lift_aligned	0.5388888888888889	0.0	-0.1775619497158152
step2	nottomention	verb_lift_misaligned	0.5055555555555555	0.0	-0.1775619497158152
step2	nottomention	verb_see_all	0.4444444444444444	0.0	-0.1775619497158152
step2	nottomention	verb_see_aligned	0.3888888888888889	0.0	-0.1775619497158152
step2	nottomention	verb_see_misaligned	0.5	0.0	-0.1775619497158152
step2	nottomention	verb_compose_all	0.5121527777777778	0.0	-0.1775619497158152
step2	nottomention	verb_compose_aligned	0.4756944444444444	0.0	-0.1775619497158152
step2	nottomention	verb_compose_misaligned	0.5486111111111112	0.0	-0.1775619497158152
step2	nevermind	all	0.4981669486745629	-0.0005640157924421962	-0.18241619864807432
step2	nevermind	aligned	0.5014100394811055	-0.0005640157924421407	-0.18241619864807385
step2	nevermind	misaligned	0.4949238578680203	-0.0005640157924421962	-0.18241619864807432
step2	nevermind	aligned1	0.3970671178793006	0.0	-0.1775619497158152
step2	nevermind	misaligned1	0.6238014664410604	-0.0016920473773265332	-0.19212469651259206
step2	nevermind	aligned2	0.6057529610829103	-0.0011280315848843925	-0.18727044758033343
step2	nevermind	misaligned2	0.3660462492949802	0.0005640157924421962	-0.1727077007835561
step2	nevermind	verb_hold_all	0.4972222222222222	0.0	-0.1775619497158152
step2	nevermind	verb_hold_aligned	0.5333333333333333	0.0	-0.1775619497158152
step2	nevermind	verb_hold_misaligned	0.4611111111111111	0.0	-0.1775619497158152
step2	nevermind	verb_bake_all	0.4916666666666666	0.0	-0.1775619497158152
step2	nevermind	verb_bake_aligned	0.5333333333333333	0.0	-0.1775619497158152
step2	nevermind	verb_bake_misaligned	0.45	0.0	-0.1775619497158152
step2	nevermind	verb_cook_all	0.4965277777777778	-0.001736111111111105	-0.19250393471042504
step2	nevermind	verb_cook_aligned	0.5	0.0	-0.1775619497158152
step2	nevermind	verb_cook_misaligned	0.4930555555555556	-0.00347222222222221	-0.20744591970503487
step2	nevermind	verb_paint_all	0.5018939393939394	0.0	-0.1775619497158152
step2	nevermind	verb_paint_aligned	0.4848484848484848	0.0	-0.1775619497158152
step2	nevermind	verb_paint_misaligned	0.5189393939393939	0.0	-0.1775619497158152
step2	nevermind	verb_draw_all	0.4873737373737373	0.0	-0.1775619497158152
step2	nevermind	verb_draw_aligned	0.5303030303030303	0.0	-0.1775619497158152
step2	nevermind	verb_draw_misaligned	0.4444444444444444	0.0	-0.1775619497158152
step2	nevermind	verb_sing_all	0.5075757575757576	0.0	-0.1775619497158152
step2	nevermind	verb_sing_aligned	0.4671717171717172	-0.0025252525252525415	-0.19929574607161155
step2	nevermind	verb_sing_misaligned	0.547979797979798	0.002525252525252597	-0.1558281533600184
step2	nevermind	verb_write_all	0.5	-0.00347222222222221	-0.20744591970503487
step2	nevermind	verb_write_aligned	0.4513888888888889	-0.00347222222222221	-0.20744591970503487
step2	nevermind	verb_write_misaligned	0.5486111111111112	-0.00347222222222221	-0.20744591970503487
step2	nevermind	verb_make_all	0.4944444444444444	0.0	-0.1775619497158152
step2	nevermind	verb_make_aligned	0.5277777777777778	0.0	-0.1775619497158152
step2	nevermind	verb_make_misaligned	0.4611111111111111	0.0	-0.1775619497158152
step2	nevermind	verb_pick up_all	0.5333333333333333	0.0	-0.1775619497158152
step2	nevermind	verb_pick up_aligned	0.5555555555555556	0.0	-0.1775619497158152
step2	nevermind	verb_pick up_misaligned	0.5111111111111111	0.0	-0.1775619497158152
step2	nevermind	verb_lift_all	0.4694444444444444	-0.005555555555555591	-0.22537630169856712
step2	nevermind	verb_lift_aligned	0.5277777777777778	0.0	-0.1775619497158152
step2	nevermind	verb_lift_misaligned	0.4111111111111111	-0.011111111111111127	-0.2731906536813186
step2	nevermind	verb_see_all	0.4722222222222222	0.0	-0.1775619497158152
step2	nevermind	verb_see_aligned	0.4444444444444444	0.0	-0.1775619497158152
step2	nevermind	verb_see_misaligned	0.5	0.0	-0.1775619497158152
step2	nevermind	verb_compose_all	0.4965277777777778	0.001736111111111105	-0.16261996472120538
step2	nevermind	verb_compose_aligned	0.4861111111111111	0.0	-0.1775619497158152
step2	nevermind	verb_compose_misaligned	0.5069444444444444	0.00347222222222221	-0.14767797972659558
step2	blimp	all	0.5508955223880597	0.00013432835820892386	-0.1764058415036952
step2	comps	all	0.5018240778273206	2.0267531414708273e-05	-0.17738751551725604
step2	ewok	all	0.1223136716963877	0.0002286236854137924	-0.1755942809099408
step2	ewok	domain_social-relations	0.0980891719745223	0.0	-0.1775619497158152
step2	ewok	domain_agent-properties	0.1142857142857142	0.0	-0.1775619497158152
step2	ewok	domain_material-properties	0.0725806451612903	0.0	-0.1775619497158152
step2	ewok	domain_spatial-relations	0.1061224489795918	0.0	-0.1775619497158152
step2	ewok	domain_material-dynamics	0.1525641025641025	0.0	-0.1775619497158152
step2	ewok	domain_quantitative-properties	0.1105263157894736	0.005263157894736803	-0.1322641425742614
step2	ewok	domain_social-interactions	0.1657142857142857	0.0	-0.1775619497158152
step2	ewok	domain_physical-interactions	0.15	0.0	-0.1775619497158152
step2	ewok	domain_physical-dynamics	0.08	0.0	-0.1775619497158152
step2	ewok	domain_physical-relations	0.1253012048192771	0.0	-0.1775619497158152
step2	ewok	domain_social-properties	0.1405405405405405	0.0	-0.1775619497158152
step4	letalone	all	0.4957698815566836	0.0015510434292160258	-0.16421276515210276
step4	letalone	aligned	0.4983079526226734	0.0025380710659898	-0.15571782952064991
step4	letalone	misaligned	0.4932318104906937	0.0005640157924421962	-0.1727077007835561
step4	letalone	aligned1	0.709531866892273	-0.006768189509306244	-0.23581293690292363
step4	letalone	misaligned1	0.3000564015792442	0.008460236886632777	-0.10474821573192994
step4	letalone	aligned2	0.2870840383530739	0.01184433164128601	-0.07562272213837477
